tx	null_pct_cutoff	vivo	vitro	null_pct1	null_pct2	condition	T_t_cutoff
ENSMUST00000082406	0.8	0.840675859278	0.7650669200920001	0.6	0.7230769230769999	total	T1t200
ENSMUST00000200493	0.8	0.74488322451	0.8068073923360001	0.721518987342	0.493670886076	total	T1t200
ENSMUST00000101806	0.8	0.8245277535600001	0.71294353479	0.18848167539299998	0.727748691099	total	T1t200
ENSMUST00000200547	0.8	0.7842455492020001	0.743996003996	0.46046511627899994	0.767441860465	total	T1t200
ENSMUST00000082965	0.8	0.810006702691	0.822740559437	0.266666666667	0.577777777778	total	T1t200
ENSMUST00000093738	0.8	0.7674488107549999	0.7013591006919999	0.47685185185199996	0.763888888889	total	T1t200
ENSMUST00000199903	0.8	0.872377622378	0.88798185941	0.596330275229	0.605504587156	total	T1t200
ENSMUST00000101833	0.8	0.79871274902	0.673507642955	0.255319148936	0.666666666667	total	T1t200
ENSMUST00000082768	0.8	0.8313589156669999	0.8057359307359999	0.18848167539299998	0.780104712042	total	T1t200
ENSMUST00000199460	0.8	0.773729065554	0.7855283706399999	0.453703703704	0.763888888889	total	T1t200
ENSMUST00000083767	0.8	0.8870425093700001	0.824991331484	0.366071428571	0.714285714286	total	T1t200
ENSMUST00000185073	0.8	0.7631301523440001	0.7811288731	0.49302325581399997	0.767441860465	total	T1t200
ENSMUST00000083800	0.8	0.77969244462	0.713914767096	0.555555555556	0.583333333333	total	T1t200
ENSMUST00000082394	0.8	0.8159633027519999	0.6754382849770001	0.507042253521	0.591549295775	total	T1t200
ENSMUST00000083804	0.8	0.881963423754	0.794915470494	0.444444444444	0.530864197531	total	T1t200
ENSMUST00000084010	0.8	0.8249712485430001	0.740204011128	0.18848167539299998	0.7748691099480001	total	T1t200
ENSMUST00000083011	0.8	0.8859769327399999	0.782111220472	0.35294117647100004	0.35294117647100004	total	T1t200
ENSMUST00000082783	0.8	0.878844367262	0.907600067241	0.637037037037	0.725925925926	total	T1t200
ENSMUST00000157463	0.8	0.7736175369789999	0.7838222566840001	0.726937269373	0.435424354244	total	T1t200
ENSMUST00000174924	0.8	0.606915830423	0.772879697509	0.73	0.233333333333	total	T1t200
ENSMUST00000083944	0.8	0.905191163004	0.8285198054199999	0.542857142857	0.642857142857	total	T1t200
ENSMUST00000196643	0.8	0.6855049712190001	0.806238762955	0.7375	0.4875	total	T1t200
ENSMUST00000093716	0.8	0.893341399851	0.50514100572	0.310344827586	0.75	total	T1t200
ENSMUST00000082388	0.8	0.8490209818359999	0.8143648368590001	0.0376963350785	0.183246073298	total	T1t200
ENSMUST00000082389	0.8	0.770685976378	0.755742096803	0.521739130435	0.521739130435	total	T1t200
ENSMUST00000177868	0.8	0.819873441294	0.710535762917	0.18848167539299998	0.727748691099	total	T1t200
ENSMUST00000177864	0.8	0.7274933304100001	0.616419199605	0.255319148936	0.709219858156	total	T1t200
ENSMUST00000182010	0.8	0.74102191634	0.763132264621	0.7602403058439999	0.637356635718	total	T1t200
ENSMUST00000083317	0.8	0.8508426355580001	0.7623304320550001	0.18848167539299998	0.795811518325	total	T1t200
ENSMUST00000179876	0.8	0.78369792097	0.7301856032100001	0.40837696335100004	0.727748691099	total	T1t200
ENSMUST00000083833	0.9	0.8190275720290001	0.753652148389	0.18848167539299998	0.780104712042	total	T1t200
ENSMUST00000082922	0.9	0.8370532125319999	0.830531426495	0.18848167539299998	0.7329842931939999	total	T1t200
ENSMUST00000184171	0.9	0.78176688184	0.7931717337720001	0.511627906977	0.767441860465	total	T1t200
ENSMUST00000196554	0.9	0.809707154237	0.858200388877	0.685393258427	0.696629213483	total	T1t200
ENSMUST00000183812	0.9	0.788697081198	0.725054038626	0.458333333333	0.763888888889	total	T1t200
ENSMUST00000082399	0.9	0.837597044049	0.7585706219249999	0.507042253521	0.507042253521	total	T1t200
ENSMUST00000157627	0.9	0.935091673741	0.8579218457619999	0.43269230769199996	0.605769230769	total	T1t200
ENSMUST00000082390	0.9	0.840737906681	0.81005542719	0.0227560050569	0.189001264223	total	T1t200
ENSMUST00000082395	0.9	0.695147764113	0.7058194266150001	0.521739130435	0.521739130435	total	T1t200
ENSMUST00000192833	0.9	0.7809563181110001	0.761400893512	0.374586963052	0.0507659957945	total	T1t200
ENSMUST00000083936	0.9	0.852766383549	0.7602507521699999	0.415887850467	0.8644859813079999	total	T1t200
ENSMUST00000196353	0.9	0.786325843469	0.724503919887	0.5	0.763888888889	total	T1t200
ENSMUST00000083886	0.9	0.832670864542	0.7627209097069999	0.18848167539299998	0.7748691099480001	total	T1t200
ENSMUST00000199549	0.9	0.796514444806	0.760423332338	0.583333333333	0.592592592593	total	T1t200
ENSMUST00000182520	0.9	0.7695934689899999	0.753207054508	0.716915995397	0.08745684695049999	total	T1t200
ENSMUST00000179427	0.9	0.796117650109	0.739501569859	0.310344827586	0.862068965517	total	T1t200
ENSMUST00000175032	0.9	0.636726867997	0.7803600074089999	0.67	0.256666666667	total	T1t200
ENSMUST00000083285	0.9	0.7149971240880001	0.841212988452	0.469879518072	0.433734939759	total	T1t200
ENSMUST00000198628	0.9	0.7953266595659999	0.7383175604629999	0.46976744186	0.767441860465	total	T1t200
ENSMUST00000083103	0.9	0.8187142758079999	0.746368198314	0.746223564955	0.700906344411	total	T1t200
ENSMUST00000082503	0.9	0.839154617799	0.730315307381	0.555555555556	0.805555555556	total	T1t200
ENSMUST00000082391	0.9	0.8338267949670001	0.781088016423	0.533333333333	0.76	total	T1t200
ENSMUST00000104327	0.9	0.848796656962	0.5702725412830001	0.387096774194	0.741935483871	total	T1t200
ENSMUST00000083298	0.9	0.860898157137	0.622244234481	0.23036649214699997	0.7329842931939999	total	T1t200
ENSMUST00000082406	0.9	0.840675859278	0.7650669200920001	0.6	0.7230769230769999	total	T1t200
ENSMUST00000104546	0.9	0.748869390961	0.7623491179199999	0.7659574468089999	0.8723404255320001	total	T1t200
ENSMUST00000175096	0.9	0.8071146748119999	0.7035684221330001	0.830721003135	0.843260188088	total	T1t200
ENSMUST00000200493	0.9	0.74488322451	0.8068073923360001	0.721518987342	0.493670886076	total	T1t200
ENSMUST00000101806	0.9	0.8245277535600001	0.71294353479	0.18848167539299998	0.727748691099	total	T1t200
ENSMUST00000101927	0.9	0.856895921877	0.82271370897	0.616279069767	0.8953488372089999	total	T1t200
ENSMUST00000200547	0.9	0.7842455492020001	0.743996003996	0.46046511627899994	0.767441860465	total	T1t200
ENSMUST00000082965	0.9	0.810006702691	0.822740559437	0.266666666667	0.577777777778	total	T1t200
ENSMUST00000093738	0.9	0.7674488107549999	0.7013591006919999	0.47685185185199996	0.763888888889	total	T1t200
ENSMUST00000199903	0.9	0.872377622378	0.88798185941	0.596330275229	0.605504587156	total	T1t200
ENSMUST00000101833	0.9	0.79871274902	0.673507642955	0.255319148936	0.666666666667	total	T1t200
ENSMUST00000082768	0.9	0.8313589156669999	0.8057359307359999	0.18848167539299998	0.780104712042	total	T1t200
ENSMUST00000199460	0.9	0.773729065554	0.7855283706399999	0.453703703704	0.763888888889	total	T1t200
ENSMUST00000196710	0.9	0.87174387088	0.811082955455	0.41784037558700005	0.868544600939	total	T1t200
ENSMUST00000083767	0.9	0.8870425093700001	0.824991331484	0.366071428571	0.714285714286	total	T1t200
ENSMUST00000185073	0.9	0.7631301523440001	0.7811288731	0.49302325581399997	0.767441860465	total	T1t200
ENSMUST00000083800	0.9	0.77969244462	0.713914767096	0.555555555556	0.583333333333	total	T1t200
ENSMUST00000082394	0.9	0.8159633027519999	0.6754382849770001	0.507042253521	0.591549295775	total	T1t200
ENSMUST00000083804	0.9	0.881963423754	0.794915470494	0.444444444444	0.530864197531	total	T1t200
ENSMUST00000084010	0.9	0.8249712485430001	0.740204011128	0.18848167539299998	0.7748691099480001	total	T1t200
ENSMUST00000083011	0.9	0.8859769327399999	0.782111220472	0.35294117647100004	0.35294117647100004	total	T1t200
ENSMUST00000082783	0.9	0.878844367262	0.907600067241	0.637037037037	0.725925925926	total	T1t200
ENSMUST00000157463	0.9	0.7736175369789999	0.7838222566840001	0.726937269373	0.435424354244	total	T1t200
ENSMUST00000174924	0.9	0.606915830423	0.772879697509	0.73	0.233333333333	total	T1t200
ENSMUST00000083944	0.9	0.905191163004	0.8285198054199999	0.542857142857	0.642857142857	total	T1t200
ENSMUST00000196643	0.9	0.6855049712190001	0.806238762955	0.7375	0.4875	total	T1t200
ENSMUST00000093716	0.9	0.893341399851	0.50514100572	0.310344827586	0.75	total	T1t200
ENSMUST00000082388	0.9	0.8490209818359999	0.8143648368590001	0.0376963350785	0.183246073298	total	T1t200
ENSMUST00000082389	0.9	0.770685976378	0.755742096803	0.521739130435	0.521739130435	total	T1t200
ENSMUST00000177868	0.9	0.819873441294	0.710535762917	0.18848167539299998	0.727748691099	total	T1t200
ENSMUST00000177864	0.9	0.7274933304100001	0.616419199605	0.255319148936	0.709219858156	total	T1t200
ENSMUST00000182010	0.9	0.74102191634	0.763132264621	0.7602403058439999	0.637356635718	total	T1t200
ENSMUST00000083317	0.9	0.8508426355580001	0.7623304320550001	0.18848167539299998	0.795811518325	total	T1t200
ENSMUST00000179876	0.9	0.78369792097	0.7301856032100001	0.40837696335100004	0.727748691099	total	T1t200
ENSMUST00000083833	1.0	0.8190275720290001	0.753652148389	0.18848167539299998	0.780104712042	total	T1t200
ENSMUST00000082922	1.0	0.8370532125319999	0.830531426495	0.18848167539299998	0.7329842931939999	total	T1t200
ENSMUST00000184171	1.0	0.78176688184	0.7931717337720001	0.511627906977	0.767441860465	total	T1t200
ENSMUST00000110452	1.0	0.47932795256099997	0.7788975021529999	0.9719222462200001	0.961123110151	total	T1t200
ENSMUST00000184437	1.0	0.890322580645	0.843768337798	0.910569105691	0.788617886179	total	T1t200
ENSMUST00000196554	1.0	0.809707154237	0.858200388877	0.685393258427	0.696629213483	total	T1t200
ENSMUST00000105106	1.0	0.7934042091560001	0.7258018204269999	0.880694143167	0.915401301518	total	T1t200
ENSMUST00000183812	1.0	0.788697081198	0.725054038626	0.458333333333	0.763888888889	total	T1t200
ENSMUST00000082399	1.0	0.837597044049	0.7585706219249999	0.507042253521	0.507042253521	total	T1t200
ENSMUST00000157627	1.0	0.935091673741	0.8579218457619999	0.43269230769199996	0.605769230769	total	T1t200
ENSMUST00000082390	1.0	0.840737906681	0.81005542719	0.0227560050569	0.189001264223	total	T1t200
ENSMUST00000082395	1.0	0.695147764113	0.7058194266150001	0.521739130435	0.521739130435	total	T1t200
ENSMUST00000082402	1.0	0.835778498766	0.674390626244	0.945631067961	0.7456310679610001	total	T1t200
ENSMUST00000192833	1.0	0.7809563181110001	0.761400893512	0.374586963052	0.0507659957945	total	T1t200
ENSMUST00000083936	1.0	0.852766383549	0.7602507521699999	0.415887850467	0.8644859813079999	total	T1t200
ENSMUST00000196353	1.0	0.786325843469	0.724503919887	0.5	0.763888888889	total	T1t200
ENSMUST00000083886	1.0	0.832670864542	0.7627209097069999	0.18848167539299998	0.7748691099480001	total	T1t200
ENSMUST00000178786	1.0	0.8310676909370001	0.6914682539679999	0.293193717277	0.937172774869	total	T1t200
ENSMUST00000199549	1.0	0.796514444806	0.760423332338	0.583333333333	0.592592592593	total	T1t200
ENSMUST00000182520	1.0	0.7695934689899999	0.753207054508	0.716915995397	0.08745684695049999	total	T1t200
ENSMUST00000179621	1.0	0.633860525819	0.580867850099	0.713414634146	0.963414634146	total	T1t200
ENSMUST00000179427	1.0	0.796117650109	0.739501569859	0.310344827586	0.862068965517	total	T1t200
ENSMUST00000175032	1.0	0.636726867997	0.7803600074089999	0.67	0.256666666667	total	T1t200
ENSMUST00000083285	1.0	0.7149971240880001	0.841212988452	0.469879518072	0.433734939759	total	T1t200
ENSMUST00000174039	1.0	0.672459987967	0.644512172505	0.8854389721629999	0.9336188436830001	total	T1t200
ENSMUST00000198628	1.0	0.7953266595659999	0.7383175604629999	0.46976744186	0.767441860465	total	T1t200
ENSMUST00000083103	1.0	0.8187142758079999	0.746368198314	0.746223564955	0.700906344411	total	T1t200
ENSMUST00000082748	1.0	0.844098825193	0.75	0.293193717277	0.9790575916230001	total	T1t200
ENSMUST00000082503	1.0	0.839154617799	0.730315307381	0.555555555556	0.805555555556	total	T1t200
ENSMUST00000082391	1.0	0.8338267949670001	0.781088016423	0.533333333333	0.76	total	T1t200
ENSMUST00000175005	1.0	0.529603223807	0.794791092926	0.903780068729	0.756013745704	total	T1t200
ENSMUST00000104327	1.0	0.848796656962	0.5702725412830001	0.387096774194	0.741935483871	total	T1t200
ENSMUST00000083298	1.0	0.860898157137	0.622244234481	0.23036649214699997	0.7329842931939999	total	T1t200
ENSMUST00000082406	1.0	0.840675859278	0.7650669200920001	0.6	0.7230769230769999	total	T1t200
ENSMUST00000104546	1.0	0.748869390961	0.7623491179199999	0.7659574468089999	0.8723404255320001	total	T1t200
ENSMUST00000175096	1.0	0.8071146748119999	0.7035684221330001	0.830721003135	0.843260188088	total	T1t200
ENSMUST00000200493	1.0	0.74488322451	0.8068073923360001	0.721518987342	0.493670886076	total	T1t200
ENSMUST00000101806	1.0	0.8245277535600001	0.71294353479	0.18848167539299998	0.727748691099	total	T1t200
ENSMUST00000101927	1.0	0.856895921877	0.82271370897	0.616279069767	0.8953488372089999	total	T1t200
ENSMUST00000200547	1.0	0.7842455492020001	0.743996003996	0.46046511627899994	0.767441860465	total	T1t200
ENSMUST00000082817	1.0	0.584402189571	0.0	0.7115384615379999	0.990384615385	total	T1t200
ENSMUST00000093684	1.0	0.604459855374	0.49302325581399997	0.7804878048780001	0.9817073170730001	total	T1t200
ENSMUST00000082965	1.0	0.810006702691	0.822740559437	0.266666666667	0.577777777778	total	T1t200
ENSMUST00000093738	1.0	0.7674488107549999	0.7013591006919999	0.47685185185199996	0.763888888889	total	T1t200
ENSMUST00000199903	1.0	0.872377622378	0.88798185941	0.596330275229	0.605504587156	total	T1t200
ENSMUST00000101833	1.0	0.79871274902	0.673507642955	0.255319148936	0.666666666667	total	T1t200
ENSMUST00000082768	1.0	0.8313589156669999	0.8057359307359999	0.18848167539299998	0.780104712042	total	T1t200
ENSMUST00000199460	1.0	0.773729065554	0.7855283706399999	0.453703703704	0.763888888889	total	T1t200
ENSMUST00000196710	1.0	0.87174387088	0.811082955455	0.41784037558700005	0.868544600939	total	T1t200
ENSMUST00000083767	1.0	0.8870425093700001	0.824991331484	0.366071428571	0.714285714286	total	T1t200
ENSMUST00000082761	1.0	0.7774450429950001	0.0	0.8414634146340001	0.993902439024	total	T1t200
ENSMUST00000185073	1.0	0.7631301523440001	0.7811288731	0.49302325581399997	0.767441860465	total	T1t200
ENSMUST00000083800	1.0	0.77969244462	0.713914767096	0.555555555556	0.583333333333	total	T1t200
ENSMUST00000082394	1.0	0.8159633027519999	0.6754382849770001	0.507042253521	0.591549295775	total	T1t200
ENSMUST00000083804	1.0	0.881963423754	0.794915470494	0.444444444444	0.530864197531	total	T1t200
ENSMUST00000084010	1.0	0.8249712485430001	0.740204011128	0.18848167539299998	0.7748691099480001	total	T1t200
ENSMUST00000083011	1.0	0.8859769327399999	0.782111220472	0.35294117647100004	0.35294117647100004	total	T1t200
ENSMUST00000082783	1.0	0.878844367262	0.907600067241	0.637037037037	0.725925925926	total	T1t200
ENSMUST00000157463	1.0	0.7736175369789999	0.7838222566840001	0.726937269373	0.435424354244	total	T1t200
ENSMUST00000174924	1.0	0.606915830423	0.772879697509	0.73	0.233333333333	total	T1t200
ENSMUST00000083944	1.0	0.905191163004	0.8285198054199999	0.542857142857	0.642857142857	total	T1t200
ENSMUST00000196643	1.0	0.6855049712190001	0.806238762955	0.7375	0.4875	total	T1t200
ENSMUST00000093716	1.0	0.893341399851	0.50514100572	0.310344827586	0.75	total	T1t200
ENSMUST00000079251	1.0	0.884363386393	0.650263136487	0.876310272537	0.922431865828	total	T1t200
ENSMUST00000082388	1.0	0.8490209818359999	0.8143648368590001	0.0376963350785	0.183246073298	total	T1t200
ENSMUST00000082389	1.0	0.770685976378	0.755742096803	0.521739130435	0.521739130435	total	T1t200
ENSMUST00000177868	1.0	0.819873441294	0.710535762917	0.18848167539299998	0.727748691099	total	T1t200
ENSMUST00000177864	1.0	0.7274933304100001	0.616419199605	0.255319148936	0.709219858156	total	T1t200
ENSMUST00000182010	1.0	0.74102191634	0.763132264621	0.7602403058439999	0.637356635718	total	T1t200
ENSMUST00000083317	1.0	0.8508426355580001	0.7623304320550001	0.18848167539299998	0.795811518325	total	T1t200
ENSMUST00000179876	1.0	0.78369792097	0.7301856032100001	0.40837696335100004	0.727748691099	total	T1t200
ENSMUST00000083833	0.2	0.7962106077969999	0.857878664157	0.18848167539299998	0.18848167539299998	mRNA	T0t0
ENSMUST00000143509	0.2	0.8112990996699999	0.8297764602779999	0.15263748597100002	0.12682379349	mRNA	T0t0
ENSMUST00000018914	0.2	0.799707214514	0.8261395566930001	0.093837535014	0.0504201680672	mRNA	T0t0
ENSMUST00000001809	0.2	0.805038104042	0.8255158283949999	0.0127795527157	0.0127795527157	mRNA	T0t0
ENSMUST00000190277	0.2	0.872597936723	0.8469946263699999	0.0459770114943	0.0459770114943	mRNA	T0t0
ENSMUST00000024823	0.2	0.8271003696860001	0.845222018693	0.030490956072400002	0.0294573643411	mRNA	T0t0
ENSMUST00000183812	0.2	0.8783273236429999	0.882152445508	0.166666666667	0.166666666667	mRNA	T0t0
ENSMUST00000082120	0.2	0.807659524522	0.837286124	0.0519187358916	0.0378103837472	mRNA	T0t0
ENSMUST00000122170	0.2	0.713192943531	0.857721714774	0.1875	0.1875	mRNA	T0t0
ENSMUST00000082409	0.2	0.8790237813230001	0.835774722429	0.0459183673469	0.0459183673469	mRNA	T0t0
ENSMUST00000082408	0.2	0.883246244718	0.8577892275	0.0528634361233	0.0528634361233	mRNA	T0t0
ENSMUST00000129847	0.2	0.812885966973	0.8412593908179999	0.148397976391	0.11804384485700001	mRNA	T0t0
ENSMUST00000082405	0.2	0.886768235151	0.8514074657780001	0.052631578947400004	0.052631578947400004	mRNA	T0t0
ENSMUST00000079419	0.2	0.835138355428	0.8485205092360001	0.0936454849498	0.0401337792642	mRNA	T0t0
ENSMUST00000082407	0.2	0.901193590073	0.8790221666069999	0.176470588235	0.176470588235	mRNA	T0t0
ENSMUST00000082402	0.2	0.8691206070749999	0.8479283969689999	0.0233009708738	0.0233009708738	mRNA	T0t0
ENSMUST00000118928	0.2	0.817124682226	0.82976273629	0.0710622710623	0.0725274725275	mRNA	T0t0
ENSMUST00000025217	0.2	0.8038356128990001	0.8561025443160001	0.039685142669699996	0.0206625122991	mRNA	T0t0
ENSMUST00000117405	0.2	0.8261563932179999	0.830006113533	0.0334878928387	0.0185471406491	mRNA	T0t0
ENSMUST00000156359	0.2	0.8023844066339999	0.827069251981	0.08079625292739999	0.06674473067919999	mRNA	T0t0
ENSMUST00000025218	0.2	0.8361798034800001	0.878716121652	0.0485306012402	0.010514963602	mRNA	T0t0
ENSMUST00000118924	0.2	0.842108196701	0.833526186588	0.0595813204509	0.0579710144928	mRNA	T0t0
ENSMUST00000016463	0.2	0.801307919052	0.832635377648	0.0290322580645	0.0290322580645	mRNA	T0t0
ENSMUST00000147954	0.2	0.855736162437	0.881362371341	0.171681415929	0.116814159292	mRNA	T0t0
ENSMUST00000085163	0.2	0.8065067686740001	0.8567005456669999	0.12	0.12	mRNA	T0t0
ENSMUST00000196114	0.2	0.78889020662	0.8194167608849999	0.10404624277499999	0.10404624277499999	mRNA	T0t0
ENSMUST00000046644	0.2	0.8395855563979999	0.8490903486310001	0.07157057654080001	0.07157057654080001	mRNA	T0t0
ENSMUST00000114881	0.2	0.7615728217319999	0.7947778887379999	0.153973509934	0.153973509934	mRNA	T0t0
ENSMUST00000114882	0.2	0.770793831787	0.787189233751	0.0586319218241	0.0586319218241	mRNA	T0t0
ENSMUST00000077991	0.2	0.8357781907240001	0.851741651714	0.0867952522255	0.053412462907999995	mRNA	T0t0
ENSMUST00000183037	0.2	0.8221111421709999	0.8393987786470001	0.0789115646259	0.0680272108844	mRNA	T0t0
ENSMUST00000127514	0.2	0.821259353374	0.827773213876	0.13725490196100001	0.160130718954	mRNA	T0t0
ENSMUST00000182520	0.2	0.7150574279080001	0.7863532038959999	0.0414269275029	0.0414269275029	mRNA	T0t0
ENSMUST00000208689	0.2	0.8015468945819999	0.8001727921009999	0.0931989924433	0.0906801007557	mRNA	T0t0
ENSMUST00000026565	0.2	0.817424282501	0.837997210404	0.05457227138640001	0.060471976401199994	mRNA	T0t0
ENSMUST00000164523	0.2	0.8512462464180001	0.881150917809	0.19483568075100002	0.149061032864	mRNA	T0t0
ENSMUST00000041045	0.2	0.803223652437	0.8131604718850001	0.12254443405099999	0.08325537885869999	mRNA	T0t0
ENSMUST00000196710	0.2	0.847055181113	0.8646896924680001	0.183098591549	0.169014084507	mRNA	T0t0
ENSMUST00000184020	0.2	0.850985174797	0.884402277504	0.04385964912280001	0.03581871345030001	mRNA	T0t0
ENSMUST00000025483	0.2	0.7956657406100001	0.8714897366419999	0.0220364741641	0.017477203647400002	mRNA	T0t0
ENSMUST00000081940	0.2	0.7997347143600001	0.810523162823	0.0665434380776	0.0665434380776	mRNA	T0t0
ENSMUST00000030454	0.2	0.8117217531990001	0.817805972965	0.158805031447	0.194968553459	mRNA	T0t0
ENSMUST00000170338	0.2	0.838038196361	0.868918116296	0.165548098434	0.10738255033600001	mRNA	T0t0
ENSMUST00000118533	0.2	0.809034993092	0.855836280506	0.0890410958904	0.09132420091320001	mRNA	T0t0
ENSMUST00000173867	0.2	0.82190498532	0.8630246139700002	0.18478260869600002	0.143317230274	mRNA	T0t0
ENSMUST00000016703	0.2	0.8260624966310001	0.862475604136	0.168590065228	0.128951329654	mRNA	T0t0
ENSMUST00000059546	0.2	0.819319906759	0.8241109201860001	0.08068181818180001	0.0795454545455	mRNA	T0t0
ENSMUST00000085735	0.2	0.770724162711	0.8229758587639999	0.0398406374502	0.0326693227092	mRNA	T0t0
ENSMUST00000077915	0.2	0.74864107735	0.7980059526459999	0.167582417582	0.11813186813200001	mRNA	T0t0
ENSMUST00000126751	0.2	0.798395962564	0.804985124871	0.11506276150599999	0.10460251046	mRNA	T0t0
ENSMUST00000127439	0.2	0.728505641418	0.762506783039	0.10495626822200001	0.10495626822200001	mRNA	T0t0
ENSMUST00000140687	0.2	0.8279748005650001	0.844513632932	0.0768	0.0688	mRNA	T0t0
ENSMUST00000032934	0.2	0.805755386231	0.816445745784	0.05559232296490001	0.0476505625414	mRNA	T0t0
ENSMUST00000169666	0.2	0.838644225793	0.8586626972910001	0.135958395245	0.0616641901932	mRNA	T0t0
ENSMUST00000175032	0.2	0.757086260283	0.76979456632	0.12	0.12	mRNA	T0t0
ENSMUST00000081342	0.2	0.8056266284579999	0.801193308831	0.0746887966805	0.0746887966805	mRNA	T0t0
ENSMUST00000022927	0.2	0.83231357631	0.892494842013	0.0424528301887	0.018312985571599997	mRNA	T0t0
ENSMUST00000180422	0.2	0.815457750758	0.839381624981	0.14554973822	0.10890052355999999	mRNA	T0t0
ENSMUST00000144051	0.2	0.820968855597	0.837582836332	0.17782026768599998	0.10133843212200001	mRNA	T0t0
ENSMUST00000183537	0.2	0.881008248589	0.8804850730329999	0.172284644195	0.139825218477	mRNA	T0t0
ENSMUST00000209815	0.2	0.816959521571	0.842281485265	0.153081510934	0.0775347912525	mRNA	T0t0
ENSMUST00000148282	0.2	0.802084464562	0.840311480544	0.141141141141	0.126126126126	mRNA	T0t0
